ensembl_gene_id,hgnc_symbol,hg
ENSG00000054611,TBC1D22A,hg38
ENSG00000054654,SYNE2,hg38
ENSG00000054690,PLEKHH1,hg38
ENSG00000054793,ATP9A,hg38
ENSG00000054796,SPO11,hg38
ENSG00000054803,CBLN4,hg38
ENSG00000054938,CHRDL2,hg38
ENSG00000054965,FAM168A,hg38
ENSG00000054967,RELT,hg38
ENSG00000054983,GALC,hg38
ENSG00000055044,NOP58,hg38
ENSG00000055070,SZRD1,hg38
ENSG00000055118,KCNH2,hg38
ENSG00000055130,CUL1,hg38
ENSG00000055147,FAM114A2,hg38
ENSG00000055163,CYFIP2,hg38
ENSG00000055208,TAB2,hg38
ENSG00000055211,GINM1,hg38
ENSG00000055332,EIF2AK2,hg38
ENSG00000055483,USP36,hg38
ENSG00000055609,KMT2C,hg38
ENSG00000055732,MCOLN3,hg38
ENSG00000055813,CCDC85A,hg38
ENSG00000055917,PUM2,hg38
ENSG00000055950,MRPL43,hg38
ENSG00000055955,ITIH4,hg38
ENSG00000055957,ITIH1,hg38
ENSG00000056050,HPF1,hg38
ENSG00000056097,ZFR,hg38
ENSG00000056277,ZNF280C,hg38
ENSG00000056291,NPFFR2,hg38
ENSG00000056487,PHF21B,hg38
ENSG00000056558,TRAF1,hg38
ENSG00000056586,RC3H2,hg38
ENSG00000056661,PCGF2,hg37
ENSG00000056678,KIFC1,hg38
ENSG00000056736,IL17RB,hg38
ENSG00000056972,TRAF3IP2,hg38
ENSG00000056998,GYG2,hg38
ENSG00000057019,DCBLD2,hg38
ENSG00000057149,SERPINB3,hg38
ENSG00000057252,SOAT1,hg38
ENSG00000057294,PKP2,hg38
ENSG00000057468,MSH4,hg38
ENSG00000057593,F7,hg38
ENSG00000057608,GDI2,hg38
ENSG00000057657,PRDM1,hg38
ENSG00000057663,ATG5,hg38
ENSG00000057704,TMCC3,hg38
ENSG00000057757,PITHD1,hg38
ENSG00000057935,MTA3,hg38
ENSG00000058056,USP13,hg38
ENSG00000058063,ATP11B,hg38
ENSG00000058085,LAMC2,hg38
ENSG00000058091,CDK14,hg38
ENSG00000058262,SEC61A1,hg38
ENSG00000058272,PPP1R12A,hg38
ENSG00000058335,RASGRF1,hg38
ENSG00000058404,CAMK2B,hg38
ENSG00000058453,CROCC,hg38
ENSG00000058600,POLR3E,hg38
ENSG00000058668,ATP2B4,hg38
ENSG00000058673,ZC3H11A,hg38
ENSG00000058729,RIOK2,hg38
ENSG00000058799,YIPF1,hg38
ENSG00000058804,NDC1,hg38
ENSG00000058866,DGKG,hg38
ENSG00000059122,FLYWCH1,hg38
ENSG00000059145,UNKL,hg38
ENSG00000059377,TBXAS1,hg38
ENSG00000059378,PARP12,hg38
ENSG00000059573,ALDH18A1,hg38
ENSG00000059588,TARBP1,hg38
ENSG00000059691,GATB,hg38
ENSG00000059728,MXD1,hg38
ENSG00000059758,CDK17,hg38
ENSG00000059769,DNAJC25,hg38
ENSG00000059804,SLC2A3,hg38
ENSG00000059915,PSD,hg38
ENSG00000060069,CTDP1,hg38
ENSG00000060138,YBX3,hg38
ENSG00000060140,STYK1,hg38
ENSG00000060237,WNK1,hg38
ENSG00000060303,RPS17P5,hg38
ENSG00000060339,CCAR1,hg38
ENSG00000060491,OGFR,hg38
ENSG00000060558,GNA15,hg38
ENSG00000060566,CREB3L3,hg38
ENSG00000060642,PIGV,hg38
ENSG00000060656,PTPRU,hg38
ENSG00000060688,SNRNP40,hg38
ENSG00000060709,RIMBP2,hg38
ENSG00000060718,COL11A1,hg38
ENSG00000060749,QSER1,hg38
ENSG00000060762,MPC1,hg38
ENSG00000060971,ACAA1,hg38
ENSG00000060982,BCAT1,hg38
ENSG00000061273,HDAC7,hg38
ENSG00000061337,LZTS1,hg38
ENSG00000061455,PRDM6,hg38
ENSG00000061492,WNT8A,hg38
ENSG00000061656,SPAG4,hg38
ENSG00000061676,NCKAP1,hg38
ENSG00000061794,MRPS35,hg38
ENSG00000061918,GUCY1B1,hg38
ENSG00000061936,SFSWAP,hg38
ENSG00000061938,TNK2,hg38
ENSG00000061987,MON2,hg38
ENSG00000062038,CDH3,hg38
ENSG00000062096,ARSF,hg38
ENSG00000062194,GPBP1,hg38
ENSG00000062282,DGAT2,hg38
ENSG00000062370,ZNF112,hg38
ENSG00000062485,CS,hg38
ENSG00000062524,LTK,hg38
ENSG00000062582,MRPS24,hg38
ENSG00000062598,ELMO2,hg38
ENSG00000062650,WAPL,hg38
ENSG00000062716,VMP1,hg38
ENSG00000062725,APPBP2,hg38
ENSG00000062822,POLD1,hg38
ENSG00000063015,SEZ6,hg38
ENSG00000063046,EIF4B,hg38
ENSG00000063127,SLC6A16,hg38
ENSG00000063169,BICRA,hg38
ENSG00000063176,SPHK2,hg38
ENSG00000063177,RPL18,hg38
ENSG00000063180,CA11,hg38
ENSG00000063241,ISOC2,hg38
ENSG00000063244,U2AF2,hg38
ENSG00000063245,EPN1,hg38
ENSG00000063322,MED29,hg38
ENSG00000063438,AHRR,hg38
ENSG00000063515,GSC2,hg38
ENSG00000063587,ZNF275,hg38
ENSG00000063601,MTMR1,hg38
ENSG00000063660,GPC1,hg38
ENSG00000063761,ADCK1,hg38
ENSG00000063854,HAGH,hg38
ENSG00000063978,RNF4,hg38
ENSG00000064012,CASP8,hg38
ENSG00000064042,LIMCH1,hg38
ENSG00000064102,INTS13,hg38
ENSG00000064115,TM7SF3,hg38
ENSG00000064195,DLX3,hg37
ENSG00000064199,SPA17,hg38
ENSG00000064201,TSPAN32,hg38
ENSG00000064205,CCN5,hg38
ENSG00000064218,DMRT3,hg38
ENSG00000064225,ST3GAL6,hg38
ENSG00000064270,ATP2C2,hg38
ENSG00000064300,NGFR,hg38
ENSG00000064309,CDON,hg38
ENSG00000064313,TAF2,hg38
ENSG00000064393,HIPK2,hg38
ENSG00000064419,TNPO3,hg38
ENSG00000064489,BORCS8-MEF2B,hg38
ENSG00000064490,RFXANK,hg38
ENSG00000064545,TMEM161A,hg38
ENSG00000064547,LPAR2,hg38
ENSG00000064601,CTSA,hg38
ENSG00000064607,SUGP2,hg38
ENSG00000064651,SLC12A2,hg38
ENSG00000064652,SNX24,hg38
ENSG00000064655,EYA2,hg38
ENSG00000064666,CNN2,hg38
ENSG00000064687,ABCA7,hg38
ENSG00000064692,SNCAIP,hg38
ENSG00000064703,DDX20,hg38
ENSG00000064726,BTBD1,hg38
ENSG00000064763,FAR2,hg38
ENSG00000064787,BCAS1,hg38
ENSG00000064835,POU1F1,hg38
ENSG00000064886,CHI3L2,hg38
ENSG00000064932,SBNO2,hg38
ENSG00000064933,PMS1,hg38
ENSG00000064961,HMG20B,hg38
ENSG00000064989,CALCRL,hg38
ENSG00000064995,TAF11,hg38
ENSG00000064999,ANKS1A,hg38
ENSG00000065000,AP3D1,hg38
ENSG00000065029,ZNF76,hg38
ENSG00000065054,SLC9A3R2,hg38
ENSG00000065057,NTHL1,hg38
ENSG00000065060,UHRF1BP1,hg38
ENSG00000065135,GNAI3,hg38
ENSG00000065150,IPO5,hg38
ENSG00000065154,OAT,hg38
ENSG00000065183,WDR3,hg38
ENSG00000065243,PKN2,hg38
ENSG00000065268,WDR18,hg38
ENSG00000065308,TRAM2,hg38
ENSG00000065320,NTN1,hg38
ENSG00000065325,GLP2R,hg38
ENSG00000065328,MCM10,hg38
ENSG00000065357,DGKA,hg38
ENSG00000065361,ERBB3,hg38
ENSG00000065371,ROPN1,hg38
ENSG00000065413,ANKRD44,hg38
ENSG00000065427,KARS,hg38
ENSG00000065457,ADAT1,hg38
ENSG00000065485,PDIA5,hg38
ENSG00000065491,TBC1D22B,hg38
ENSG00000065518,NDUFB4,hg38
ENSG00000065526,SPEN,hg38
ENSG00000065534,MYLK,hg38
ENSG00000065548,ZC3H15,hg38
ENSG00000065559,MAP2K4,hg38
ENSG00000065600,TMEM206,hg38
ENSG00000065609,SNAP91,hg38
ENSG00000065613,SLK,hg38
ENSG00000065615,CYB5R4,hg38
ENSG00000065618,COL17A1,hg38
ENSG00000065621,GSTO2,hg38
ENSG00000065665,SEC61A2,hg38
ENSG00000065675,PRKCQ,hg38
ENSG00000065717,TLE2,hg38
ENSG00000065802,ASB1,hg38
ENSG00000065809,FAM107B,hg38
ENSG00000065833,ME1,hg38
ENSG00000065882,TBC1D1,hg38
ENSG00000065883,CDK13,hg38
ENSG00000065911,MTHFD2,hg38
ENSG00000065923,SLC9A7,hg38
ENSG00000065970,FOXJ2,hg38
ENSG00000065978,YBX1,hg38
ENSG00000065989,PDE4A,hg37
ENSG00000066027,PPP2R5A,hg38
ENSG00000066032,CTNNA2,hg38
ENSG00000066044,ELAVL1,hg38
ENSG00000066056,TIE1,hg38
ENSG00000066084,DIP2B,hg38
ENSG00000066117,SMARCD1,hg38
ENSG00000066135,KDM4A,hg38
ENSG00000066136,NFYC,hg38
ENSG00000066185,ZMYND12,hg38
ENSG00000066230,SLC9A3,hg38
ENSG00000066248,NGEF,hg38
ENSG00000066279,ASPM,hg38
ENSG00000066294,CD84,hg38
ENSG00000066322,ELOVL1,hg38
ENSG00000066336,SPI1,hg38
ENSG00000066379,ZNRD1,hg38
ENSG00000066382,MPPED2,hg38
ENSG00000066405,CLDN18,hg38
ENSG00000066422,ZBTB11,hg38
ENSG00000066427,ATXN3,hg38
ENSG00000066455,GOLGA5,hg38
ENSG00000066468,FGFR2,hg38
ENSG00000066557,LRRC40,hg38
ENSG00000066583,ISOC1,hg38
ENSG00000066629,EML1,hg38
ENSG00000066651,TRMT11,hg38
ENSG00000066654,THUMPD1,hg38
ENSG00000066697,MSANTD3,hg38
ENSG00000066735,KIF26A,hg38
ENSG00000066739,ATG2B,hg38
ENSG00000066777,ARFGEF1,hg38
ENSG00000066813,ACSM2B,hg38
ENSG00000066827,ZFAT,hg38
ENSG00000066855,MTFR1,hg38
ENSG00000066923,STAG3,hg38
ENSG00000066926,FECH,hg38
ENSG00000066933,MYO9A,hg38
ENSG00000067048,DDX3Y,hg38
ENSG00000067057,PFKP,hg38
ENSG00000067064,IDI1,hg38
ENSG00000067066,SP100,hg38
ENSG00000067082,KLF6,hg38
ENSG00000067113,PLPP1,hg38
ENSG00000067141,NEO1,hg38
ENSG00000067167,TRAM1,hg38
ENSG00000067177,PHKA1,hg38
ENSG00000067182,TNFRSF1A,hg38
ENSG00000067191,CACNB1,hg38
ENSG00000067208,EVI5,hg38
ENSG00000067221,STOML1,hg38
ENSG00000067225,PKM,hg38
ENSG00000067248,DHX29,hg38
ENSG00000067334,DNTTIP2,hg38
ENSG00000067365,METTL22,hg38
ENSG00000067369,TP53BP1,hg38
ENSG00000067445,TRO,hg38
ENSG00000067533,RRP15,hg38
ENSG00000067560,RHOA,hg38
ENSG00000067596,DHX8,hg38
ENSG00000067601,PMS2P4,hg38
ENSG00000067606,PRKCZ,hg38
ENSG00000067646,ZFY,hg38
ENSG00000067704,IARS2,hg38
ENSG00000067715,SYT1,hg38
ENSG00000067798,NAV3,hg38
ENSG00000067829,IDH3G,hg38
ENSG00000067836,ROGDI,hg38
ENSG00000067840,PDZD4,hg38
ENSG00000067842,ATP2B3,hg38
ENSG00000067900,ROCK1,hg38
ENSG00000067955,CBFB,hg38
ENSG00000067992,PDK3,hg38
ENSG00000068001,HYAL2,hg38
ENSG00000068024,HDAC4,hg38
ENSG00000068028,RASSF1,hg38
ENSG00000068078,FGFR3,hg38
ENSG00000068079,IFI35,hg38
ENSG00000068097,HEATR6,hg38
ENSG00000068120,COASY,hg38
ENSG00000068137,PLEKHH3,hg38
ENSG00000068305,MEF2A,hg38
ENSG00000068308,OTUD5,hg38
ENSG00000068323,TFE3,hg38
ENSG00000068354,TBC1D25,hg38
ENSG00000068366,ACSL4,hg38
ENSG00000068383,INPP5A,hg38
ENSG00000068394,GPKOW,hg38
ENSG00000068400,GRIPAP1,hg38
ENSG00000068438,FTSJ1,hg38
ENSG00000068489,PRR11,hg38
ENSG00000068615,REEP1,hg38
ENSG00000068650,ATP11A,hg38
ENSG00000068654,POLR1A,hg38
ENSG00000068697,LAPTM4A,hg38
ENSG00000068724,TTC7A,hg38
ENSG00000068745,IP6K2,hg38
ENSG00000068781,STON1-GTF2A1L,hg38
ENSG00000068784,SRBD1,hg38
ENSG00000068793,CYFIP1,hg37
ENSG00000068796,KIF2A,hg38
ENSG00000068831,RASGRP2,hg38
ENSG00000068878,PSME4,hg38
ENSG00000068885,IFT80,hg38
ENSG00000068903,SIRT2,hg38
ENSG00000068912,ERLEC1,hg38
ENSG00000068971,PPP2R5B,hg38
ENSG00000068976,PYGM,hg38
ENSG00000068985,PAGE1,hg38
ENSG00000069011,PITX1,hg38
ENSG00000069018,TRPC7,hg38
ENSG00000069020,MAST4,hg38
ENSG00000069122,ADGRF5,hg38
ENSG00000069188,SDK2,hg38
ENSG00000069206,ADAM7,hg38
ENSG00000069248,NUP133,hg38
ENSG00000069275,NUCKS1,hg38
ENSG00000069329,VPS35,hg38
ENSG00000069345,DNAJA2,hg38
ENSG00000069399,BCL3,hg38
ENSG00000069424,KCNAB2,hg38
ENSG00000069431,ABCC9,hg38
ENSG00000069482,GAL,hg38
ENSG00000069493,CLEC2D,hg38
ENSG00000069509,FUNDC1,hg38
ENSG00000069535,MAOB,hg38
ENSG00000069667,RORA,hg38
ENSG00000069696,DRD4,hg38
ENSG00000069702,TGFBR3,hg38
ENSG00000069712,KIAA1107,hg37
ENSG00000069764,PLA2G10,hg38
ENSG00000069812,HES2,hg38
ENSG00000069849,ATP1B3,hg38
ENSG00000069869,NEDD4,hg38
ENSG00000069943,PIGB,hg38
ENSG00000069956,MAPK6,hg38
ENSG00000069966,GNB5,hg38
ENSG00000069974,RAB27A,hg38
ENSG00000069998,HDHD5,hg38
ENSG00000070010,UFD1,hg38
ENSG00000070018,LRP6,hg38
ENSG00000070019,GUCY2C,hg38
ENSG00000070031,SCT,hg38
ENSG00000070047,PHRF1,hg38
ENSG00000070061,ELP1,hg38
ENSG00000070081,NUCB2,hg38
ENSG00000070087,PFN2,hg38
ENSG00000070159,PTPN3,hg38
ENSG00000070182,SPTB,hg38
ENSG00000070190,DAPP1,hg38
ENSG00000070193,FGF10,hg38
ENSG00000070214,SLC44A1,hg38
ENSG00000070269,TMEM260,hg38
ENSG00000070366,SMG6,hg38
ENSG00000070367,EXOC5,hg38
ENSG00000070371,CLTCL1,hg38
ENSG00000070388,FGF22,hg38
ENSG00000070404,FSTL3,hg38
ENSG00000070413,DGCR2,hg38
ENSG00000070423,RNF126,hg37
ENSG00000070444,MNT,hg38
ENSG00000070476,ZXDC,hg38
ENSG00000070495,JMJD6,hg38
ENSG00000070501,POLB,hg38
ENSG00000070526,ST6GALNAC1,hg38
ENSG00000070540,WIPI1,hg38
ENSG00000070601,FRMPD1,hg38
ENSG00000070610,GBA2,hg38
ENSG00000070614,NDST1,hg38
ENSG00000070669,ASNS,hg38
ENSG00000070718,AP3M2,hg38
ENSG00000070729,CNGB1,hg38
ENSG00000070731,ST6GALNAC2,hg38
ENSG00000070748,CHAT,hg38
ENSG00000070756,PABPC1,hg38
ENSG00000070759,TESK2,hg38
ENSG00000070761,CFAP20,hg38
ENSG00000070770,CSNK2A2,hg38
ENSG00000070778,PTPN21,hg37
ENSG00000070785,EIF2B3,hg38
ENSG00000070808,CAMK2A,hg38
ENSG00000070814,TCOF1,hg38
ENSG00000070831,CDC42,hg38
ENSG00000070882,OSBPL3,hg38
ENSG00000070886,EPHA8,hg38
ENSG00000070915,SLC12A3,hg38
ENSG00000070950,RAD18,hg38
ENSG00000070961,ATP2B1,hg38
ENSG00000070985,TRPM5,hg38
ENSG00000071051,NCK2,hg38
ENSG00000071054,MAP4K4,hg38
ENSG00000071073,MGAT4A,hg38
ENSG00000071082,RPL31,hg38
ENSG00000071127,WDR1,hg38
ENSG00000071189,SNX13,hg38
ENSG00000071203,MS4A12,hg37
ENSG00000071205,ARHGAP10,hg38
ENSG00000071242,RPS6KA2,hg38
ENSG00000071243,ING3,hg38
ENSG00000071246,VASH1,hg38
ENSG00000071282,LMCD1,hg38
ENSG00000071462,BUD23,hg38
ENSG00000071537,SEL1L,hg38
ENSG00000071539,TRIP13,hg38
ENSG00000071553,ATP6AP1,hg38
ENSG00000071564,TCF3,hg38
ENSG00000071575,TRIB2,hg38
ENSG00000071626,DAZAP1,hg38
ENSG00000071655,MBD3,hg38
ENSG00000071677,PRLH,hg38
ENSG00000071794,HLTF,hg38
ENSG00000071859,FAM50A,hg38
ENSG00000071889,FAM3A,hg38
ENSG00000071894,CPSF1,hg38
ENSG00000071909,MYO3B,hg38
ENSG00000071967,CYBRD1,hg38
ENSG00000071991,CDH19,hg38
ENSG00000071994,PDCD2,hg38
ENSG00000072041,SLC6A15,hg38
ENSG00000072042,RDH11,hg38
ENSG00000072062,PRKACA,hg38
ENSG00000072071,ADGRL1,hg38
ENSG00000072080,SPP2,hg38
ENSG00000072110,ACTN1,hg38
ENSG00000072121,ZFYVE26,hg38
ENSG00000072133,RPS6KA6,hg38
ENSG00000072134,EPN2,hg38
ENSG00000072135,PTPN18,hg38
ENSG00000072163,LIMS2,hg38
ENSG00000072182,ASIC4,hg38
ENSG00000072195,SPEG,hg38
ENSG00000072201,LNX1,hg38
ENSG00000072210,ALDH3A2,hg38
ENSG00000072274,TFRC,hg38
ENSG00000072310,SREBF1,hg38
ENSG00000072315,TRPC5,hg38
ENSG00000072364,AFF4,hg38
ENSG00000072401,UBE2D1,hg38
ENSG00000072415,MPP5,hg38
ENSG00000072422,RHOBTB1,hg38
ENSG00000072444,ASAH2C,hg37
ENSG00000072501,SMC1A,hg38
ENSG00000072506,HSD17B10,hg38
ENSG00000072518,MARK2,hg38
ENSG00000072571,HMMR,hg38
ENSG00000072609,CHFR,hg38
ENSG00000072657,TRHDE,hg38
ENSG00000072682,P4HA2,hg38
ENSG00000072694,FCGR2B,hg38
ENSG00000072736,NFATC3,hg38
ENSG00000072756,TRNT1,hg38
ENSG00000072778,ACADVL,hg38
ENSG00000072786,STK10,hg38
ENSG00000072803,FBXW11,hg38
ENSG00000072818,ACAP1,hg38
ENSG00000072832,CRMP1,hg38
ENSG00000072840,EVC,hg38
ENSG00000072849,DERL2,hg38
ENSG00000072858,SIDT1,hg38
ENSG00000072864,NDE1,hg38
ENSG00000072952,MRVI1,hg38
ENSG00000072954,TMEM38A,hg38
ENSG00000072958,AP1M1,hg38
ENSG00000073008,PVR,hg38
ENSG00000073009,IKBKG,hg37
ENSG00000073050,XRCC1,hg38
ENSG00000073060,SCARB1,hg38
ENSG00000073067,CYP2W1,hg38
ENSG00000073111,MCM2,hg38
ENSG00000073146,MOV10L1,hg38
ENSG00000073150,PANX2,hg38
ENSG00000073169,SELENOO,hg38
ENSG00000073282,TP63,hg38
ENSG00000073331,ALPK1,hg38
ENSG00000073350,LLGL2,hg38
ENSG00000073417,PDE8A,hg38
ENSG00000073464,CLCN4,hg38
ENSG00000073536,NLE1,hg38
ENSG00000073578,SDHA,hg38
ENSG00000073584,SMARCE1,hg38
ENSG00000073598,FNDC8,hg38
ENSG00000073605,GSDMB,hg38
ENSG00000073614,KDM5A,hg38
ENSG00000073670,ADAM11,hg38
ENSG00000073711,PPP2R3A,hg38
ENSG00000073712,FERMT2,hg38
ENSG00000073734,ABCB11,hg38
ENSG00000073737,DHRS9,hg38
ENSG00000073754,CD5L,hg38
ENSG00000073756,PTGS2,hg38
ENSG00000073792,IGF2BP2,hg38
ENSG00000073803,MAP3K13,hg38
ENSG00000073849,ST6GAL1,hg38
ENSG00000073861,TBX21,hg38
ENSG00000073905,VDAC1P1,hg38
ENSG00000073910,FRY,hg38
ENSG00000073921,PICALM,hg38
ENSG00000073969,NSF,hg38
ENSG00000074047,GLI2,hg38
ENSG00000074054,CLASP1,hg38
ENSG00000074071,MRPS34,hg38
ENSG00000074181,NOTCH3,hg38
ENSG00000074201,CLNS1A,hg38
ENSG00000074211,PPP2R2C,hg38
ENSG00000074219,TEAD2,hg38
ENSG00000074266,EED,hg38
ENSG00000074276,CDHR2,hg38
ENSG00000074317,SNCB,hg38
ENSG00000074319,TSG101,hg38
ENSG00000074356,NCBP3,hg38
ENSG00000074370,ATP2A3,hg38
ENSG00000074410,CA12,hg38
ENSG00000074416,MGLL,hg38
ENSG00000074527,NTN4,hg38
ENSG00000074582,BCS1L,hg38
ENSG00000074590,NUAK1,hg38
ENSG00000074603,DPP8,hg38
ENSG00000074621,SLC24A1,hg38
ENSG00000074657,ZNF532,hg38
ENSG00000074660,SCARF1,hg38
ENSG00000074695,LMAN1,hg38
ENSG00000074696,HACD3,hg38
ENSG00000074706,IPCEF1,hg38
ENSG00000074755,ZZEF1,hg38
ENSG00000074771,NOX3,hg38
ENSG00000074800,ENO1,hg38
ENSG00000074803,SLC12A1,hg38
ENSG00000074842,MYDGF,hg38
ENSG00000074855,ANO8,hg38
ENSG00000074935,TUBE1,hg38
ENSG00000074964,ARHGEF10L,hg38
ENSG00000074966,TXK,hg38
ENSG00000075035,WSCD2,hg38
ENSG00000075043,KCNQ2,hg38
ENSG00000075073,TACR2,hg38
ENSG00000075089,ACTR6,hg38
ENSG00000075131,TIPIN,hg38
ENSG00000075142,SRI,hg38
ENSG00000075151,EIF4G3,hg38
ENSG00000075188,NUP37,hg38
ENSG00000075213,SEMA3A,hg38
ENSG00000075218,GTSE1,hg38
ENSG00000075223,SEMA3C,hg38
ENSG00000075234,TTC38,hg38
ENSG00000075239,ACAT1,hg38
ENSG00000075240,GRAMD4,hg38
ENSG00000075275,CELSR1,hg38
ENSG00000075290,WNT8B,hg38
ENSG00000075292,ZNF638,hg38
ENSG00000075303,SLC25A40,hg38
ENSG00000075336,TIMM21,hg38
ENSG00000075340,ADD2,hg38
ENSG00000075388,FGF4,hg38
ENSG00000075391,RASAL2,hg38
ENSG00000075399,VPS9D1,hg38
ENSG00000075407,ZNF37A,hg38
ENSG00000075413,MARK3,hg38
ENSG00000075415,SLC25A3,hg38
ENSG00000075420,FNDC3B,hg38
ENSG00000075426,FOSL2,hg38
ENSG00000075429,CACNG5,hg38
ENSG00000075461,CACNG4,hg38
ENSG00000075539,FRYL,hg38
ENSG00000075568,TMEM131,hg38
ENSG00000075618,FSCN1,hg38
ENSG00000075624,ACTB,hg38
ENSG00000075643,MOCOS,hg38
ENSG00000075651,PLD1,hg38
ENSG00000075673,ATP12A,hg38
ENSG00000075702,WDR62,hg38
ENSG00000075711,DLG1,hg38
ENSG00000075785,RAB7A,hg38
ENSG00000075790,BCAP29,hg38
ENSG00000075826,SEC31B,hg38
ENSG00000075856,SART3,hg38
ENSG00000075884,ARHGAP15,hg38
ENSG00000075886,TUBA3D,hg38
ENSG00000075891,PAX2,hg38
ENSG00000075914,EXOSC7,hg38
ENSG00000075945,KIFAP3,hg38
ENSG00000075975,MKRN2,hg38
ENSG00000076003,MCM6,hg38
ENSG00000076043,REXO2,hg38
ENSG00000076053,RBM7,hg38
ENSG00000076067,RBMS2,hg38
ENSG00000076108,BAZ2A,hg38
ENSG00000076201,PTPN23,hg38
ENSG00000076242,MLH1,hg38
ENSG00000076248,UNG,hg38
ENSG00000076258,FMO4,hg38
ENSG00000076321,KLHL20,hg38
ENSG00000076344,RGS11,hg38
ENSG00000076351,SLC46A1,hg38
ENSG00000076356,PLXNA2,hg38
ENSG00000076382,SPAG5,hg38
ENSG00000076513,ANKRD13A,hg38
ENSG00000076554,TPD52,hg38
ENSG00000076555,ACACB,hg38
ENSG00000076604,TRAF4,hg38
ENSG00000076641,PAG1,hg38
ENSG00000076650,GPATCH1,hg38
ENSG00000076662,ICAM3,hg38
ENSG00000076685,NT5C2,hg38
ENSG00000076706,MCAM,hg37
ENSG00000076716,GPC4,hg38
ENSG00000076770,MBNL3,hg38
ENSG00000076826,CAMSAP3,hg38
ENSG00000076864,RAP1GAP,hg38
ENSG00000076924,XAB2,hg38
ENSG00000076928,ARHGEF1,hg38
ENSG00000076944,STXBP2,hg38
ENSG00000076984,MAP2K7,hg38
ENSG00000077009,NMRK2,hg38
ENSG00000077044,DGKD,hg38
ENSG00000077063,CTTNBP2,hg38
ENSG00000077080,ACTL6B,hg38
ENSG00000077092,RARB,hg38
ENSG00000077097,TOP2B,hg38
ENSG00000077147,TM9SF3,hg38
ENSG00000077150,NFKB2,hg38
ENSG00000077152,UBE2T,hg38
ENSG00000077157,PPP1R12B,hg38
ENSG00000077232,DNAJC10,hg38
ENSG00000077235,GTF3C1,hg38
ENSG00000077238,IL4R,hg38
ENSG00000077254,USP33,hg38
ENSG00000077264,PAK3,hg38
ENSG00000077274,CAPN6,hg38
ENSG00000077279,DCX,hg38
ENSG00000077312,SNRPA,hg38
ENSG00000077327,SPAG6,hg38
ENSG00000077348,EXOSC5,hg38
ENSG00000077380,DYNC1I2,hg38
ENSG00000077420,APBB1IP,hg38
ENSG00000077454,LRCH4,hg38
ENSG00000077458,FAM76B,hg38
ENSG00000077463,SIRT6,hg38
ENSG00000077498,TYR,hg38
ENSG00000077514,POLD3,hg38
ENSG00000077522,ACTN2,hg38
ENSG00000077549,CAPZB,hg38
ENSG00000077585,GPR137B,hg38
ENSG00000077616,NAALAD2,hg38
ENSG00000077684,JADE1,hg38
ENSG00000077713,SLC25A43,hg38
ENSG00000077721,UBE2A,hg38
ENSG00000077782,FGFR1,hg38
ENSG00000077800,FKBP6,hg38
ENSG00000077809,GTF2I,hg37
ENSG00000077935,SMC1B,hg38
ENSG00000077942,FBLN1,hg38
ENSG00000077943,ITGA8,hg38
ENSG00000077984,CST7,hg38
ENSG00000078018,MAP2,hg38
ENSG00000078043,PIAS2,hg38
ENSG00000078053,AMPH,hg38
ENSG00000078061,ARAF,hg38
ENSG00000078070,MCCC1,hg38
ENSG00000078081,LAMP3,hg38
ENSG00000078098,FAP,hg38
ENSG00000078114,NEBL,hg38
ENSG00000078124,ACER3,hg38
ENSG00000078140,UBE2K,hg38
ENSG00000078142,PIK3C3,hg38
ENSG00000078177,N4BP2,hg38
ENSG00000078237,TIGAR,hg38
ENSG00000078246,TULP3,hg38
ENSG00000078269,SYNJ2,hg38
ENSG00000078295,ADCY2,hg38
ENSG00000078304,PPP2R5C,hg38
ENSG00000078319,PMS2P1,hg38
ENSG00000078328,RBFOX1,hg38
ENSG00000078369,GNB1,hg38
ENSG00000078399,HOXA9,hg38
ENSG00000078401,EDN1,hg38
ENSG00000078403,MLLT10,hg38
ENSG00000078487,ZCWPW1,hg38
ENSG00000078549,ADCYAP1R1,hg38
ENSG00000078579,FGF20,hg38
ENSG00000078589,P2RY10,hg38
ENSG00000078596,ITM2A,hg38
ENSG00000078618,NRDC,hg38
ENSG00000078668,VDAC3,hg38
ENSG00000078674,PCM1,hg38
ENSG00000078687,TNRC6C,hg38
ENSG00000078699,CBFA2T2,hg38
ENSG00000078725,BRINP1,hg38
ENSG00000078747,ITCH,hg38
ENSG00000078795,PKD2L2,hg38
ENSG00000078804,TP53INP2,hg38
ENSG00000078808,SDF4,hg38
ENSG00000078814,MYH7B,hg38
ENSG00000078898,BPIFB2,hg38
ENSG00000078900,TP73,hg38
ENSG00000078902,TOLLIP,hg38
ENSG00000078967,UBE2D4,hg38
ENSG00000079101,CLUL1,hg38
ENSG00000079102,RUNX1T1,hg38
ENSG00000079112,CDH17,hg38
ENSG00000079134,THOC1,hg38
ENSG00000079150,FKBP7,hg38
ENSG00000079156,OSBPL6,hg38
ENSG00000079215,SLC1A3,hg38
ENSG00000079246,XRCC5,hg38
ENSG00000079257,LXN,hg38
ENSG00000079263,SP140,hg38
ENSG00000079277,MKNK1,hg38
ENSG00000079308,TNS1,hg38
ENSG00000079313,REXO1,hg38
ENSG00000079332,SAR1A,hg38
ENSG00000079335,CDC14A,hg38
ENSG00000079337,RAPGEF3,hg38
